#  
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-11-25T10:51:43 [V7.5.3]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2025-11-25T10:51:43   Query execution date
#INFO request=https://vizier.cds.unistra.fr/viz-bin/asu-txt?-source=I/355/gaiadr3&-c=M45&-c.rm=120&-c.geom=r&-out=RA_ICRS,DE_ICRS,Gmag,Source&-out.max=5000&Gmag=&lt;14   Full request URL
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=7.5.3   Software version
#INFO publisher=CDS   Data centre that produced the VOTable
#INFO -c=056.658333+24.178056,rm=120. 
#Constraint Gmag=<14

#RESOURCE=yCat_1355
#Name: I/355
#Title: Gaia DR3 Part 1. Main source (Gaia Collaboration, 2022)
#INFO ivoid=ivo://cds.vizier/i/355     IVOID of underlying data collection     
#INFO creator=Gaia collaboration     First author or institution     
#INFO cites=bibcode:2022yCat.1355....0G     Bibcode of the dataset     
#INFO original_date=2022     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/355     Dataset landing page     
#INFO citation=doi:10.26093/cds/vizier.1355     Dataset identifier that can be used for citation     
#INFO publication_date=2024-12-12     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Coosys H_2016.000: ICRS     
#Table I_355_gaiadr3:
#Name: I/355/gaiadr3
#Title: Gaia DR3 source catalog (1811709771 sources)
#---Details of Columns:
    RA_ICRS (deg) (F15.11) Right ascension (ICRS) at Ep=2016.0 (ra) [ucd=pos.eq.ra;meta.main]
    DE_ICRS (deg) (F15.11) Declination (ICRS) at Ep=2016.0 (dec) [ucd=pos.eq.dec;meta.main]
    Gmag (mag)    (F9.6)  ? G-band mean magnitude (phot_g_mean_mag) [ucd=phot.mag;em.opt]
    Source        (I19)   Unique source identifier (unique within a particular Data Release) (source_id) [ucd=meta.id;meta.main]
--------------- --------------- --------- -------------------
056.35059027600 +25.50109818257 12.073158   69915646604877952
056.16661149438 +25.44103202714 13.869049   69916265080005504
056.19373360068 +25.44448781673 13.530437   69916608677385856
056.18321118056 +25.49909040850 11.862408   69917635172718720
056.27080758172 +25.47417565814 13.827352   69918086146125184
056.25647478971 +25.48493403637 13.010325   69918154865601408
056.28127774283 +25.55432465293  9.939983   69918979499308928
056.19090480318 +25.50986599629 13.997698   69919116938276608
056.22551201122 +25.55207615421 13.570439   69919494895844480
056.36420511572 +25.54311144121 13.771344   69921625199158784
056.43811533969 +25.59560285837  9.988429   69922243674432896
056.51309738126 +25.54460606813 10.583856   69922346753650176
056.54633361170 +25.56353445036 12.680160   69922514256321408
056.46199834032 +25.62981753389 13.025912   69923927301607552
056.52077162649 +25.62215281272 11.846079   69923991725070976
056.47306088706 +25.65741601909 12.482174   69924335322448256
056.38630430301 +25.61092540527  8.585483   69925297395123456
056.30211327939 +25.60022426329 12.633770   69925744071722496
056.29575386191 +25.63853234356 13.923018   69926160684612864
056.40739867126 +25.64231547924 13.988030   69927019678062208
056.41770418047 +25.68704045561 13.687176   69927260196225152
056.06871235988 +25.46780428123 12.750984   69929008246119168
056.07328228096 +25.58806317277 12.307785   69931001110942080
056.15509648910 +25.55647637331 12.900695   69931207269373056
056.12714685970 +25.59428134250 12.751510   69932272421261440
056.10961181933 +25.58924584755 13.782674   69932311077707648
055.95245789067 +25.64049139676 12.867233   69934888058087296
056.01189022138 +25.65614920129 12.610382   69935162935991168
056.07407853771 +25.61420719436 12.565636   69935540893209344
056.04937621430 +25.64326822972 13.955474   69935815771019904
056.05707436040 +25.66024694468 13.002260   69935918850234368
056.12586536054 +25.71038585645 13.357127   69936533028817152
056.13772961066 +25.71442610593 13.957898   69936537323949312
056.08029176092 +25.70274177146 11.947136   69937185863846272
056.06741925401 +25.72107764036 12.538636   69937254583322496
056.31083030931 +25.70974508458 13.908281   69938530190413312
056.36132944818 +25.75138571512 10.582862   69940175161834112
056.35439261251 +25.78241818913 12.650021   69940827996862592
056.29502989178 +25.74963883542 12.808244   69941034155293440
056.29168300987 +25.79358697457 11.944094   69941450768099712
056.27731223939 +25.79955676004 12.441729   69941515191629440
056.17271203416 +25.70587135104 13.810335   69942137962873088
056.20396792330 +25.74092350954 12.812402   69942687718685056
056.18617686282 +25.76480021650 10.051778   69942962597122688
056.16974583544 +25.77830374733 11.355737   69943027020118272
056.21562838307 +25.81000716408 13.502407   69943203114757120
056.15737420414 +25.78975752711 13.116430   69943787230311808
056.15596848022 +25.79953244203 13.521136   69943855949788032
056.13635838520 +25.82279683240 13.459805   69944126531745024
056.25179497945 +25.82420543739 13.277146   69944749302982656
056.17999120209 +25.87532244635 11.437774   69945814454871680
056.92700596866 +25.33771400371 11.854253   69946909669851008
057.01223869414 +25.34199056495 10.914677   69947120125697920
057.01891353993 +25.34964149051 13.643541   69947223204912128
056.89376224423 +25.37449430032 12.833914   69948009181478272
056.89364178335 +25.37464483720 13.630333   69948013477238272
056.90388179053 +25.38769840012 11.435756   69948116558111488
056.94524283765 +25.38549346833  8.269570   69948253997063424
057.07387558065 +25.42818250485 11.498532   69949353506995456
056.85617741974 +25.42137808081 13.657937   69951415092994048
056.90094299275 +25.43562933763 12.002753   69951586891683072
056.96087053204 +25.51038235030 13.984879   69953579756496512
056.97436094437 +25.51173607070 13.432535   69953957713617664
056.98626947089 +25.52574847841 13.592576   69953992073354624
056.89079220686 +25.54070198092 12.903261   69954610548647936
056.89678892562 +25.54375879170 13.986233   69954713627862528
056.92731500774 +25.57282558740 11.166171   69955125944719360
057.09699893415 +25.49254005663 13.947758   69955675700532864
057.07734312688 +25.51051895788 13.688210   69956500334253184
057.20492004202 +25.56298469268 12.997516   69957836066524416
057.27632643951 +25.58972372986  9.895048   69958115241943808
057.08900985044 +25.63094664368 13.678756   69960726582064000
057.05740294275 +25.66711313246 13.733510   69961619935259776
057.16629626357 +25.67696440723 10.312947   69962547648190976
057.11859144161 +25.71206201024 12.069396   69963642862425600
057.12780198746 +25.73236851678 12.420730   69963677222162944
056.75901011801 +25.50934620002 13.598326   69964609232389760
056.79997108042 +25.50918645339 13.496296   69964742374060672
056.83709232129 +25.52563883889  9.696473   69964879813013248
056.79766544676 +25.53586840067 13.556220   69965055908986240
056.83069390070 +25.55406586039 13.229192   69965124628459648
056.73900124932 +25.50660208950 13.332387   69965262067419392
056.76049871182 +25.55267888686 12.899451   69965841885686272
056.94072868735 +25.61437602993 11.385864   69967048773929472
056.84738362642 +25.63523997230 13.514438   69968045206207488
056.67690663699 +25.54249964885 13.326449   69968594962040832
056.71252534492 +25.55293622850 13.879496   69968663681516800
056.73735798604 +25.63559529685  7.159753   69969522674966272
056.67660632206 +25.63272034490 13.055531   69970244229476608
056.69496260196 +25.64127831505 12.841712   69970278589212928
056.80230482645 +25.65431416657 12.980471   69970897064492672
056.95604784719 +25.64848901551 13.037731   69973027368403328
056.95612189930 +25.64078833915 13.923960   69973027368403712
056.98496184453 +25.69882797339 12.975537   69973783282642816
057.05878924927 +25.77548242791 13.971725   69976016665627392
056.99892319077 +25.74582169494 12.630921   69976222823915776
057.07135343112 +25.81679618191 12.498320   69976940081168896
056.88924350896 +25.77847873917 13.559581   69978181329005952
056.93983006532 +25.84290727505 13.585166   69980002395277952
056.92289499979 +25.84894093088 12.387236   69980754012125696
056.96707006613 +25.89767757750 13.760774   69981372487414400
057.34224205160 +25.64996151103 13.884851   69981892180886016
057.31225723415 +25.68626412306 12.228434   69982235778268544
057.33929564783 +25.67684517851 11.878971   69982338857482496
057.35829317195 +25.70539573149 12.594809   69982682454861824
057.29187416728 +25.72467085796 12.820931   69983438369106944
057.42998947137 +25.78136695752 13.799244   69984778398886656
057.45056356990 +25.80585207791 13.627574   69984915837835008
057.32803741746 +25.80001125532 13.662849   69985499953479552
057.26600594916 +25.76290207760 12.464913   69986702544248320
057.17034995986 +25.76565507249 13.961132   69987321019545600
057.17454382059 +25.80071678414  8.414393   69987664615146496
057.16331413445 +25.79344639027 13.216800   69987698976664192
057.21348522180 +25.83401656816 11.846473   69988180012992256
057.30174022387 +25.81529160176 11.522047   69988420531157632
057.30042409502 +25.81047642549 13.342002   69988420531158272
057.33572618441 +25.81781951369 13.315139   69988489250631680
057.29392773859 +25.82284134952 11.567595   69988626687786240
057.33061949865 +25.84103298549 13.891238   69988935927228032
057.52502927830 +25.83190082409 13.461925   69991066230994432
057.52637689567 +25.85453769733 12.838988   69991169310206464
057.42207594078 +25.84972948558 12.366946   69991890865144448
057.46508055352 +25.91516539197 13.074258   69992543699737984
057.49780746711 +25.93393442478 10.138056   69994089887959808
057.57360300005 +25.95069495036 13.671471   69994364765856512
057.36688561877 +25.92414434473 13.749572   69996048393056768
057.34575379922 +25.95646836629 10.247133   69996422052815872
057.52560141345 +26.01194652586 12.375749   69997766379949056
057.20440690679 +25.94553512802 10.657672   70002782902208256
057.08054133941 +25.90559920154 12.307282   70003878116044800
057.05735298579 +25.92901693816 13.521708   70004157291177600
057.07987756296 +25.90930983934 13.851490   70004260370394240
057.31651148378 +26.03646191603 12.768690   70008997717053696
057.28716299324 +26.08382514284 12.676067   70010135885770368
057.20038267972 +26.09483897607 13.380072   70012987743901184
056.59826220625 +25.62565945635 13.764382   70016904754184704
056.59877305912 +25.69255682181 13.065724   70017420150253440
056.65987567762 +25.66843856125 13.397766   70017488869728640
056.64805817200 +25.68635185353 12.533406   70017557589203968
056.64417512210 +25.72626231152 12.715576   70017965608784768
056.69112853241 +25.69745734086 10.722250   70019103777425024
056.70971439094 +25.78331380653 13.790566   70020031490349056
056.51948550555 +25.77817657384 13.945873   70022196154037760
056.44375961621 +25.77291451082 13.104558   70022677190223488
056.52224295393 +25.82560357632 13.830418   70023158226546688
056.61543511765 +25.83511472199 13.939809   70023948500521856
056.64521560009 +25.84365846300  8.645617   70024154658949120
056.77603797175 +25.79524215596 13.215893   70025700847172736
056.83963920163 +25.87657535807 13.890226   70026491121139840
056.82645136492 +25.89809397579 12.120349   70026765999044480
056.75755261619 +25.89649411840 11.677728   70027624992509696
056.83560456589 +25.88954566548 13.749712   70028174748318336
056.87450442005 +25.93289881113 13.412556   70028415266478336
056.90241469983 +25.96943257489 12.915703   70028930662546432
056.86849326656 +25.99756608116 13.992629   70029961454696320
056.73140582444 +25.92832620363 13.611647   70030751728697856
056.73912926788 +25.94490934577 11.596912   70030854807910144
056.74595219369 +25.97635000770 12.838122   70032572794824192
056.75076529419 +25.99619644695 12.178496   70032671576791808
056.82123060179 +26.01088261513 13.940124   70032950751935616
056.74629733623 +26.01963804019 13.517916   70033603586969344
056.41975487036 +25.85511166685  9.820493   70035012336286464
056.48626148480 +25.87573907855 11.543896   70035287214186624
056.40914325739 +25.87508262000 12.473152   70035832672702848
056.45406549647 +25.90004301595 12.823378   70036313709039616
056.44199512299 +25.90943636964 13.725358   70036386725812736
056.43168652448 +25.92850154691 12.494246   70036588586945536
056.49575031600 +25.89715631708 11.202006   70036970839372544
056.49558507098 +25.89757523401 11.554425   70036970841363072
056.56200634106 +25.93963560024 11.200609   70037348798476160
056.50475279944 +25.97223152905  8.183435   70038413950365184
056.31880408588 +25.91695645213 13.489714   70039268646538880
056.41376391817 +25.93650660324 13.071840   70039616541217920
056.28186257388 +25.92835123967 13.023030   70040063217682176
056.32801125024 +25.97183104375  9.769249   70040612973493504
056.47183834941 +26.00432710906 12.881978   70041643765769984
056.44344019829 +26.01599708144 13.334160   70041918643549696
056.39030634851 +26.05578238675 11.718652   70042640198055168
056.55555680787 +25.99495911842 11.239657   70044392544833792
056.54671705427 +26.04490259582 12.347665   70044869283907840
056.59492875873 +26.08735439022 13.118900   70045419039718528
056.70552414556 +26.07233407387 13.080567   70045698215082880
056.68335969629 +26.07585492951 13.137538   70045904373300864
056.62075160407 +26.09844831684 13.581766   70046866445976960
056.69877442380 +26.14871815535 12.913265   70047343185062784
056.71175937657 +26.15426618160 12.887996   70047381842037120
056.52260880599 +26.04819760440 11.415695   70047725439449856
056.48030159253 +26.07403152025 13.741470   70048030379820288
056.49746568533 +26.07651532371  7.583180   70048069036831744
056.52455199027 +26.10953128964 13.844792   70048584432900480
056.53968722098 +26.13864853415 11.516263   70049477786093056
056.49504533672 +26.16341710533 12.968862   70049718304734208
056.64708091068 +26.15606032680 13.475884   70050439858756864
056.97025383905 +25.97292159414 13.242290   70052226565154688
056.98823093469 +25.99160733771 13.958133   70052260924889216
056.93474625034 +25.98051998378 11.306179   70052364004109824
057.00778034798 +26.00583515240 13.648448   70052673241745280
056.89268948728 +26.05293197948 13.156930   70053669674160000
056.96003341146 +26.03936124357 11.846374   70053738393632640
057.11078178424 +26.09603346433 10.630577   70054975344195328
057.11796672630 +26.10845047169 13.989538   70055009703930752
057.05511003455 +26.10994733810 11.230162   70055181502627840
056.99236163192 +26.07775550146 13.603967   70055387661067136
056.86735817147 +26.10263366627 11.331796   70057002568775296
057.11740238072 +26.12813041419 13.101784   70060953938664064
057.10724188627 +26.13416738505 13.820704   70061160097094144
056.79114685557 +26.13979839628 10.947979   70069814453956096
056.79600595463 +26.15918916388 12.082386   70069921830399232
056.77117707826 +26.15285159872 13.267665   70069990549878272
055.53869618013 +25.30185216918 12.935673   70087337920470400
055.63436157127 +25.42882096159 13.830025   70089987917652224
055.50170360130 +25.41193237079 13.061677   70092221300587776
055.50180978182 +25.43309666110 13.123058   70092324379801728
055.47779119653 +25.44514260955 13.025637   70092564897970176
055.50215944710 +25.47265650293 12.583645   70092736696659328
055.44045270406 +25.46242389523 13.404903   70093011574897536
055.54149731604 +25.53079220580 13.384727   70095141878333440
055.54382241987 +25.57837834961 13.276094   70095932152308608
055.72934669254 +25.56954981739 13.360923   70097925017207936
055.81974956645 +25.54615905743 12.776772   70098302974328448
055.89280857378 +25.61002223405 13.313562   70098990169090432
055.83484603394 +25.59954947510  9.531064   70099093248307840
055.83445992293 +25.62608961094 13.673928   70099196327521280
055.84420011206 +25.65159041099 10.825379   70100089680716672
055.61602550742 +25.55292982834 13.256328   70100536357248256
055.73175609457 +25.66232913641 11.863458   70102872819527424
055.77718056954 +25.68494804132  8.982405   70103250776646784
055.77696601479 +25.68129587471  7.063004   70103250776647424
055.73115781005 +25.73427395001 13.564705   70104522086862720
055.33622185387 +25.52460136741 12.809433   70106171354363520
055.49433675801 +25.56514562696 13.311073   70107236506236928
055.40077339536 +25.61913253966  9.931939   70108473456817280
055.24882483971 +25.57706569905 13.073986   70109607328199552
055.23892221174 +25.60822562758  8.384904   70110462024386048
055.44556205564 +25.68583215369 11.677979   70112149948809216
055.40912277077 +25.71729423183 12.894062   70112489248943616
055.34268222357 +25.67485523584 12.784342   70112596625417600
055.36020612705 +25.72719614201 13.281169   70113421259129088
055.36850527984 +25.75796422488 13.920895   70113593057813632
055.48503246621 +25.67572595537 13.936451   70114830008399488
055.49553120723 +25.69002346086 12.746356   70115070526564352
055.53699591953 +25.75683729147 13.269476   70115792081058304
055.62742047034 +25.70854030701 13.493888   70115860800535808
055.67062955641 +25.73344388579 12.250744   70116032599220608
055.63230913007 +25.76858176878 12.953967   70116376196702592
055.67503066746 +25.75938690766 10.833388   70116479275815296
055.57274166719 +25.79800521247 13.388720   70117441348491264
055.48458490084 +25.76091335146 12.428974   70118674001846784
